mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_max_depth,param_learning_rate,param_colsample_bytree,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
12.301303505897522,1.629512906074524,0.581791877746582,0.14844560623168945,0.7,500,10,0.01,0.7,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.7}",0.9916044360432156,0.9915127068768295,0.9915585714600226,4.5864583193055974e-05,4
2.025986075401306,0.07272589206695557,0.0777134895324707,0.0065155029296875,0.7,500,3,0.01,0.7,"{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.7}",0.9845790812247938,0.9837249523028505,0.9841520167638221,0.00042706446097162676,5
3.217295527458191,0.6637707948684692,0.20826637744903564,0.10645925998687744,1.0,500,6,0.2,0.8,"{'subsample': 1, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.2, 'colsample_bytree': 0.8}",0.9926724473422758,0.9926870848863251,0.9926797661143004,7.318772024644815e-06,1
5.595096111297607,0.025320053100585938,0.2885608673095703,0.007219552993774414,0.8,500,6,0.2,1.0,"{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 6, 'learning_rate': 0.2, 'colsample_bytree': 1}",0.9919942993720061,0.9918487002102487,0.9919214997911274,7.279958087869076e-05,3
6.579138159751892,0.06640994548797607,0.24457144737243652,0.01153111457824707,0.8,200,10,0.2,1.0,"{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 10, 'learning_rate': 0.2, 'colsample_bytree': 1}",0.9926500039116416,0.9925993224956056,0.9926246632036235,2.534070801801791e-05,2
